FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,TMPRIV_,TMPRIV_ID,NAME,ALIAS,CLASS,PRIMARY,END,REACHCODE,SORTER,LENGTH_KM,STRAHLER,SEGMENT,SHREVE,US_ACCUM,LINK_TYPE,CATCHID,DIST2MTH,MAINCHAN,ORDER,RIVN_ROOT,RIVN_SUFX
3434,3490,0,0,0.1520071,4321,4321,Doringdam,,NonPerennial,D,E,D42E150000,_00000000,15.5294,1,2552.0,1.0,15529.445,E,30.0,15529.445,1.0,1,Doringdam,River
3481,3416,0,0,0.08068235,4322,4322,,,Dry,D,E,D81C050000,_00000000,8.62177,1,2553.0,1.0,8621.77,E,31.0,8621.77,1.0,1,,
3638,3509,0,0,0.1465765,4323,4323,,,NonPerennial,D,E,D73A100000,_00000000,15.4867,1,2554.0,1.0,15486.67,E,32.0,15486.67,1.0,1,,
3530,3601,0,0,0.1105212,4324,4324,,,NonPerennial,D,E,D42E160000,_00000000,11.4516,1,2555.0,1.0,11451.57,E,33.0,11451.57,1.0,1,,
3807,4134,0,0,0.2954478,4325,4325,,,NonPerennial,D,E,D73B040000,_00000000,32.1622,1,2556.0,1.0,32162.193,E,34.0,32162.193,1.0,1,,
4763,4784,0,0,0.2897334,4326,4326,,,Dry,D,E,D72C070000,_00000000,29.4287,1,2557.0,1.0,29428.654,E,35.0,29428.654,1.0,1,,
4823,4926,0,0,0.1513538,4327,4327,,,Dry,D,E,D53C050000,_00000000,15.8387,1,2558.0,1.0,15838.657,E,36.0,15838.657,1.0,1,,
5248,5202,0,0,0.1909576,4328,4328,,,Dry,D,E,D82B010000,_00000000,19.0883,1,2559.0,1.0,19088.28,E,37.0,19088.28,1.0,1,,
5432,5262,0,0,0.3226097,4329,4329,,,Dry,D,E,D82B020000,_00000000,33.2439,1,2560.0,1.0,33243.895,E,38.0,33243.895,1.0,1,,
5417,4996,0,0,0.5275801,4330,4330,,,NonPerennial,D,E,D82C010000,_00000000,55.3086,1,2561.0,1.0,55308.602,E,39.0,55308.602,1.0,1,,
5422,5277,0,0,0.2097494,4331,4331,,,Dry,D,E,D82C020000,_00000000,22.003,1,2562.0,1.0,22003.002,E,40.0,22003.002,1.0,1,,
5429,5326,0,0,0.1782103,4332,4332,,,Dry,D,E,D82B030000,_00000000,18.2768,1,2563.0,1.0,18276.821,E,41.0,18276.821,1.0,1,,
5542,5463,0,0,0.1116224,4333,4333,,,Dry,D,E,D53F070000,_00000000,11.5506,1,2564.0,1.0,11550.585,E,42.0,11550.585,1.0,1,,
5500,5596,0,0,0.08283854,4334,4334,,,Dry,D,E,D57D130000,_00000000,8.96802,1,2565.0,1.0,8968.017,E,43.0,8968.017,1.0,1,,
5593,5458,0,0,0.1363216,4335,4335,,,Dry,D,E,D53F080000,_00000000,14.6198,1,2566.0,1.0,14619.806,E,44.0,14619.806,1.0,1,,
5637,5573,0,0,0.07761481,4336,4336,,,Dry,D,E,D53F090000,_00000000,8.10997,1,2567.0,1.0,8109.97,E,45.0,8109.97,1.0,1,,
5675,5635,0,0,0.0742006,4337,4337,,,Dry,D,E,D53F100000,_00000000,7.76086,1,2568.0,1.0,7760.863,E,46.0,7760.863,1.0,1,,
5731,5795,0,0,0.139912,4338,4338,,,NonPerennial,D,E,D62G020000,_00000000,14.1288,1,2569.0,1.0,14128.805,E,47.0,14128.805,1.0,1,,
5770,5677,0,0,0.1351813,4339,4339,,,Dry,D,E,D82B040000,_00000000,14.1047,1,2570.0,1.0,14104.738,E,48.0,14104.738,1.0,1,,
5878,5817,0,0,0.1360602,4340,4340,,,Dry,D,E,D62F010000,_00000000,13.8848,1,2571.0,1.0,13884.801,E,49.0,13884.801,1.0,1,,
5892,5826,0,0,0.0831953,4341,4341,,,Dry,D,E,D53F110000,_00000000,8.89458,1,2572.0,1.0,8894.576,E,50.0,8894.576,1.0,1,,
5987,5871,0,0,0.1255649,4342,4342,,,Dry,D,E,D53F120000,_00000000,13.4217,1,2573.0,1.0,13421.735,E,51.0,13421.735,1.0,1,,
6059,5880,0,0,0.2489088,4343,4343,,,NonPerennial,D,E,D62F020000,_00000000,25.9586,1,2574.0,1.0,25958.583,E,52.0,25958.583,1.0,1,,
6298,6152,0,0,0.2041646,4344,4344,Rooiblomsloot,,Dry,D,E,D62F030000,_00000000,21.1771,1,2575.0,1.0,21177.069,E,53.0,21177.069,1.0,1,Rooiblom,Sloot
6367,6232,0,0,0.2154547,4345,4345,,,Dry,D,E,D53F130000,_00000000,21.9743,1,2576.0,1.0,21974.262,E,54.0,21974.262,1.0,1,,
6846,6697,0,0,0.1445374,4346,4346,,,Dry,D,E,D62D090000,_00000000,15.3761,1,2577.0,1.0,15376.081,E,55.0,15376.081,1.0,1,,
6868,6806,0,0,0.1957347,4347,4347,,,Dry,D,E,D34C030000,_00000000,19.5392,1,2578.0,1.0,19539.191,E,56.0,19539.191,1.0,1,,
6935,6826,0,0,0.1573775,4348,4348,,,Dry,D,E,D34C040000,_00000000,16.1668,1,2579.0,1.0,16166.775,E,57.0,16166.775,1.0,1,,
6791,6939,0,0,0.1344637,4349,4349,,,Dry,D,E,D58C030000,_00000000,14.4391,1,2580.0,1.0,14439.073,E,58.0,14439.073,1.0,1,,
6858,6964,0,0,0.1271076,4350,4350,,,Dry,D,E,D58C040000,_00000000,13.1112,1,2581.0,1.0,13111.223,E,59.0,13111.223,1.0,1,,
6965,6890,0,0,0.06182857,4351,4351,,,Dry,D,E,D58C050000,_00000000,6.80286,1,2582.0,1.0,6802.861,E,60.0,6802.861,1.0,1,,
7491,7354,0,0,0.1326623,4352,4352,,,NonPerennial,D,E,D61H060000,_00000000,14.2113,1,2583.0,1.0,14211.312,E,61.0,14211.312,1.0,1,,
6416,6329,0,0,0.09226934,4353,4353,,,Dry,D,E,D54C040000,_00000000,9.66893,1,2584.0,1.0,9668.93,E,62.0,9668.93,1.0,1,,
6479,6403,0,0,0.1063824,4354,4354,,,Dry,D,E,D54C050000,_00000000,11.1305,1,2585.0,1.0,11130.515,E,63.0,11130.515,1.0,1,,
6487,6569,0,0,0.07473054,4355,4355,,,Dry,D,E,D54C060000,_00000000,8.0009,1,2586.0,1.0,8000.904,E,64.0,8000.904,1.0,1,,
6462,6646,0,0,0.21262,4356,4356,,,Dry,D,E,D54E230000,_00000000,22.4696,1,2587.0,1.0,22469.625,E,65.0,22469.625,1.0,1,,
6322,6273,0,0,0.05876819,4357,4357,,,Dry,D,E,D57B100000,_00000000,6.05208,1,2588.0,1.0,6052.082,E,66.0,6052.082,1.0,1,,
6155,6185,0,0,0.1194477,4358,4358,,,Dry,D,E,D57D140000,_00000000,12.279,1,2589.0,1.0,12279.028,E,67.0,12279.028,1.0,1,,
5921,5849,0,0,0.07717768,4359,4359,,,Dry,D,E,D57D150000,_00000000,8.30597,1,2590.0,1.0,8305.966,E,68.0,8305.966,1.0,1,,
4197,4123,0,0,0.1006394,4360,4360,,,Dry,D,E,D82L050000,_00000000,10.61,1,2591.0,1.0,10609.991,E,69.0,10609.991,1.0,1,,
3687,4018,0,0,0.5450876,4361,4361,Groenwaterspruit,,NonPerennial,D,E,D73A110000,_00000000,56.5199,1,2592.0,1.0,56519.91,E,70.0,56519.91,1.0,1,Groenwater,Spruit
6210,6196,0,0,0.0797011,4362,4362,,,Dry,D,E,D53F140000,_00000000,8.20017,1,2593.0,1.0,8200.174,E,71.0,8200.174,1.0,1,,
6268,6207,0,0,0.07733841,4363,4363,,,Dry,D,E,D53F150000,_00000000,8.21874,1,2594.0,1.0,8218.744,E,72.0,8218.744,1.0,1,,
5969,5867,0,0,0.1115385,4364,4364,,,Dry,D,E,D57D160000,_00000000,11.8802,1,2595.0,1.0,11880.216,E,73.0,11880.216,1.0,1,,
5799,5837,0,0,0.1194657,4365,4365,,,Dry,D,E,D57D170000,_00000000,11.9508,1,2596.0,1.0,11950.77,E,74.0,11950.77,1.0,1,,
5897,6069,0,0,0.2636245,4366,4366,Sout,,Dry,D,E,D53F160000,_00000000,27.4477,1,2597.0,1.0,27447.651,E,75.0,27447.651,1.0,1,Sout,River
6424,6350,0,0,0.2748704,4367,4367,,,Dry,D,E,D62A040000,_00000000,27.4355,1,2598.0,1.0,27435.506,E,76.0,27435.506,1.0,1,,
719,755,0,0,0.07872292,4368,4368,,,Unknown,d,E,Z10A120000,_00000000,8.61556,1,2599.0,1.0,8615.556,E,77.0,8615.556,1.0,1,,
425,646,0,0,1.567207,4369,4369,,,Unknown,d,E,Z20A440000,_00000000,169.589,1,2600.0,1.0,169588.905,E,78.0,169588.905,1.0,1,,
1762,1794,0,0,0.1175613,4370,4370,,,Unknown,d,E,Z20A450000,_00000000,12.1671,1,2601.0,1.0,12167.057,E,79.0,12167.057,1.0,1,,
1874,1843,0,0,0.06612529,4371,4371,,,Unknown,d,E,Z10G010000,_00000000,7.15225,1,2602.0,1.0,7152.255,E,80.0,7152.255,1.0,1,,
2672,2768,0,0,0.1691554,4372,4372,,,Unknown,d,E,Z30B120000,_00000000,18.1078,1,2603.0,1.0,18107.838,E,81.0,18107.838,1.0,1,,
2956,2928,0,0,0.03961785,4373,4373,,,Unknown,d,E,Z30B130000,_00000000,4.41729,1,2604.0,1.0,4417.286,E,82.0,4417.286,1.0,1,,
3209,3233,0,0,0.2835908,4374,4374,,,Unknown,d,E,Z30A010000,_00000000,28.8801,1,2605.0,1.0,28880.083,E,83.0,28880.083,1.0,1,,
3241,3286,0,0,0.1307928,4375,4375,,,Unknown,d,E,Z30A020000,_00000000,13.6213,1,2606.0,1.0,13621.338,E,84.0,13621.338,1.0,1,,
3565,3588,0,0,0.1916901,4376,4376,,,Unknown,d,E,Z20C210000,_00000000,19.1964,1,2607.0,1.0,19196.404,E,85.0,19196.404,1.0,1,,
3755,3592,0,0,0.3327578,4377,4377,,,Unknown,d,E,Z10J010000,_00000000,34.4908,1,2608.0,1.0,34490.755,E,86.0,34490.755,1.0,1,,
3798,3835,0,0,0.1758368,4378,4378,,,Unknown,d,E,Z10J020000,_00000000,18.1652,1,2609.0,1.0,18165.177,E,87.0,18165.177,1.0,1,,
3688,3664,0,0,0.06120989,4379,4379,,,Unknown,d,E,Z30A030000,_00000000,6.25088,1,2610.0,1.0,6250.878,E,88.0,6250.878,1.0,1,,
3806,3717,0,0,0.09796862,4380,4380,,,Unknown,d,E,Z20C220000,_00000000,10.5118,1,2611.0,1.0,10511.819,E,89.0,10511.819,1.0,1,,
3748,3845,0,0,0.09868718,4381,4381,,,Unknown,d,E,Z30A040000,_00000000,10.5572,1,2612.0,1.0,10557.223,E,90.0,10557.223,1.0,1,,
3861,3873,0,0,0.06695483,4382,4382,,,Unknown,d,E,Z20F110000,_00000000,6.61789,1,2613.0,1.0,6617.887,E,91.0,6617.887,1.0,1,,
3876,3891,0,0,0.1426746,4383,4383,,,Unknown,d,E,Z30A050000,_00000000,14.4802,1,2614.0,1.0,14480.219,E,92.0,14480.219,1.0,1,,
3673,3765,0,0,0.1166395,4384,4384,,,Unknown,d,E,Z20F120000,_00000000,12.5119,1,2615.0,1.0,12511.908,E,93.0,12511.908,1.0,1,,
1965,2021,0,0,0.2533525,4385,4385,,,Unknown,d,E,Z10G020000,_00000000,25.7623,1,2616.0,1.0,25762.345,E,94.0,25762.345,1.0,1,,
2453,2391,0,0,0.1256303,4386,4386,,,Unknown,d,E,Z10G030000,_00000000,13.4624,1,2617.0,1.0,13462.409,E,95.0,13462.409,1.0,1,,
2683,2706,0,0,0.2212661,4387,4387,,,Unknown,d,E,Z10H010000,_00000000,22.4457,1,2618.0,1.0,22445.651,E,96.0,22445.651,1.0,1,,
3099,3060,0,0,0.1776754,4388,4388,,,Unknown,d,E,Z10H020000,_00000000,18.6082,1,2619.0,1.0,18608.213,E,97.0,18608.213,1.0,1,,
2687,2693,0,0,0.1795956,4389,4389,,,Unknown,d,E,Z10G040000,_00000000,18.0455,1,2620.0,1.0,18045.463,E,98.0,18045.463,1.0,1,,
3849,3872,0,0,0.117155,4390,4390,,,Unknown,d,E,Z20E170000,_00000000,11.6855,1,2621.0,1.0,11685.518,E,99.0,11685.518,1.0,1,,
1769,1819,0,0,0.1377431,4391,4391,,,Unknown,d,E,Z10G050000,_00000000,14.4457,1,2622.0,1.0,14445.69,E,100.0,14445.69,1.0,1,,
1858,1828,0,0,0.06989878,4392,4392,,,Unknown,d,E,Z10G060000,_00000000,7.30433,1,2623.0,1.0,7304.326,E,101.0,7304.326,1.0,1,,
1726,1799,0,0,0.1706631,4393,4393,,,Unknown,d,E,Z20A460000,_00000000,18.0484,1,2624.0,1.0,18048.373,E,102.0,18048.373,1.0,1,,
462,677,0,0,1.407021,4394,4394,,,Unknown,d,E,Z20A470000,_00000000,151.549,1,2625.0,1.0,151549.252,E,103.0,151549.252,1.0,1,,
1470,1545,0,0,0.1994457,4395,4395,,,Unknown,d,E,Z20A480000,_00000000,21.4282,1,2626.0,1.0,21428.154,E,104.0,21428.154,1.0,1,,
1613,1661,0,0,0.3385472,4396,4396,,,Unknown,d,E,Z20A490000,_00000000,34.6241,1,2627.0,1.0,34624.093,E,105.0,34624.093,1.0,1,,
2829,2853,0,0,0.3052699,4397,4397,,,Unknown,d,S,Z10H030000,D00135370,31.2156,1,2628.0,1.0,31215.578,E,106.0,62776.358,0.0,1,,
2949,2853,0,0,0.3610579,4398,4398,,,Unknown,d,S,Z10H040000,D00135372,37.3405,1,2629.0,1.0,37340.459,E,106.0,68901.24,1.0,1,,
2853,2935,0,0,0.3072294,4399,4399,,,Unknown,d,E,Z10H070000,D00135373,31.5608,2,2630.0,2.0,100116.818,O,106.0,31560.78,1.0,2,,
6164,6061,0,0,0.1299441,4400,4400,Sand,,Dry,D,E,D54D030000,_00000000,13.4543,1,2631.0,1.0,13454.339,E,107.0,13454.339,1.0,1,Sand,River
4913,4813,0,0,0.4572198,4401,4401,,,Dry,D,E,D82C030000,_00000000,46.4857,1,2632.0,1.0,46485.68,E,108.0,46485.68,1.0,1,,
5046,5190,0,0,0.1904829,4402,4402,,,NonPerennial,D,E,D82B050000,_00000000,19.6018,1,2633.0,1.0,19601.808,E,109.0,19601.808,1.0,1,,
5063,5165,0,0,0.1436337,4403,4403,,,Dry,D,S,D82B060000,D00132639,14.91,1,2634.0,1.0,14909.97,E,110.0,46095.838,0.0,1,,
5171,5150,0,0,0.07528107,4404,4404,Nam se Laagte,,Dry,D,S,D82B070000,D00132641,7.46644,1,2635.0,1.0,7466.44,E,110.0,46651.915,0.0,1,Nam,se Laagte
5150,5165,0,0,0.08161329,4405,4405,Nam se Laagte,,Dry,D,N,D82B090000,D00132645,7.99961,2,2637.0,2.0,25375.984,I,110.0,39185.475,1.0,2,Nam,se Laagte
5067,5150,0,0,0.09472895,4406,4406,,,Dry,D,S,D82B080000,D00132644,9.90994,1,2636.0,1.0,9909.938,E,110.0,49095.413,1.0,1,,
5165,5140,0,0,0.3107251,4407,4407,Nam se Laagte,,NonPerennial,D,E,D82B100000,D00132646,31.1859,2,2637.0,3.0,71471.822,O,110.0,31185.868,1.0,2,Nam,se Laagte
2564,2695,0,0,0.2137697,4408,4408,,,Unknown,d,S,Z30B140000,D00140329,22.7203,1,2638.0,1.0,22720.286,E,111.0,30226.961,1.0,1,,
2644,2695,0,0,0.1183339,4409,4409,,,Unknown,d,S,Z30B150000,D00140332,12.2315,1,2639.0,1.0,12231.496,E,111.0,19738.172,0.0,1,,
2695,2732,0,0,0.06111592,4410,4410,,,Unknown,d,N,Z30B250000,D00140333,6.69905,2,2640.0,2.0,41650.835,I,111.0,7506.675,1.0,2,,
2711,2732,0,0,0.08942684,4411,4411,,,Unknown,d,S,Z30B160000,D00140335,8.98971,1,2641.0,1.0,8989.708,E,111.0,9797.331,0.0,1,,
2732,2736,0,0,0.007258599,4412,4412,,,Unknown,d,E,Z30B260000,D00140336,0.807623,2,2640.0,3.0,51448.165,O,111.0,807.623,1.0,2,,
6095,5950,0,0,0.1497121,4413,4413,,,Dry,D,E,D57D180000,_00000000,15.9495,1,2642.0,1.0,15949.539,E,112.0,15949.539,1.0,1,,
5155,4699,0,0,0.5256053,4414,4414,Sabies,,NonPerennial,D,E,D82D030000,_00000000,55.6436,1,2643.0,1.0,55643.582,E,113.0,55643.582,1.0,1,Sabies,River
5121,5069,0,0,0.2274288,4415,4415,,,NonPerennial,D,S,D82D040000,D00132721,22.6562,1,2644.0,1.0,22656.226,E,114.0,56751.397,1.0,1,,
5203,5069,0,0,0.1132716,4416,4416,,,NonPerennial,D,S,D82D050000,D00132723,12.2321,1,2645.0,1.0,12232.094,E,114.0,46327.265,0.0,1,,
5069,4745,0,0,0.3162141,4417,4417,,,NonPerennial,D,E,D82D120000,D00132724,34.0952,2,2646.0,2.0,68983.491,O,114.0,34095.171,1.0,2,,
5340,5237,0,0,0.1229316,4418,4418,,,NonPerennial,D,E,D82D060000,_00000000,13.2662,1,2647.0,1.0,13266.182,E,115.0,13266.182,1.0,1,,
5281,5212,0,0,0.1111403,4419,4419,,,NonPerennial,D,S,D82D070000,D00132725,11.7057,1,2649.0,1.0,11705.69,E,116.0,35406.209,0.0,1,,
5352,5212,0,0,0.3392714,4420,4420,Koeries,,NonPerennial,D,S,D82D080000,D00132728,34.9982,1,2650.0,1.0,34998.21,E,116.0,58698.73,1.0,1,Koeries,River
5391,5102,0,0,0.3440331,4421,4421,,,NonPerennial,D,S,D82D090000,D00132731,36.5702,1,2648.0,1.0,36570.219,E,116.0,47702.182,0.0,1,,
5212,5102,0,0,0.1206632,4422,4422,Kirrie,Koeries,NonPerennial,D,N,D82D130000,D00132734,12.5686,2,2652.0,3.0,65909.931,I,116.0,23700.52,1.0,2,Kirrie,River
5235,5212,0,0,0.06414902,4423,4423,,,NonPerennial,D,S,D82D100000,D00132733,6.63747,1,2651.0,1.0,6637.474,E,116.0,30337.994,0.0,1,,
5102,5011,0,0,0.107248,4424,4424,Kirrie,,NonPerennial,D,E,D82C040000,D00132735,11.132,2,2652.0,4.0,113612.113,O,116.0,11131.963,1.0,2,Kirrie,River
6301,6325,0,0,0.08852392,4425,4425,,,Dry,D,E,D57C040000,_00000000,8.87609,1,2653.0,1.0,8876.095,E,117.0,8876.095,1.0,1,,
4156,4138,0,0,0.09475315,4426,4426,,,NonPerennial,D,E,D82L060000,_00000000,9.44905,1,2654.0,1.0,9449.053,E,118.0,9449.053,1.0,1,,
6886,6712,0,0,0.2094478,4427,4427,,,Dry,D,E,D54A080000,_00000000,21.6005,1,2655.0,1.0,21600.484,E,119.0,21600.484,1.0,1,,
4949,4776,0,0,0.2145552,4428,4428,,,Unknown,D,S,D73C010000,D00128260,22.5515,1,2656.0,1.0,22551.468,E,120.0,26938.768,1.0,1,,
4722,4776,0,0,0.1849568,4429,4429,,,Dry,D,S,D73C020000,D00128262,18.8663,1,2657.0,1.0,18866.332,E,120.0,23253.632,0.0,1,,
4776,4735,0,0,0.04013415,4430,4430,,,Unknown,D,E,D73C030000,D00128263,4.3873,2,2658.0,2.0,45805.1,O,120.0,4387.3,1.0,2,,
6105,5918,0,0,0.178928,4431,4431,,,Dry,D,E,D62G030000,_00000000,19.1133,1,2659.0,1.0,19113.32,E,121.0,19113.32,1.0,1,,
7537,7449,0,0,0.1811301,4432,4432,,,NonPerennial,D,E,D32E030000,_00000000,18.1759,1,2660.0,1.0,18175.916,E,122.0,18175.916,1.0,1,,
4365,4298,0,0,0.1695076,4433,4433,,,NonPerennial,D,E,D73B050000,_00000000,17.5966,1,2661.0,1.0,17596.636,E,123.0,17596.636,1.0,1,,
4351,4291,0,0,0.1881368,4434,4434,,,NonPerennial,D,E,D73B060000,_00000000,18.8976,1,2662.0,1.0,18897.577,E,124.0,18897.577,1.0,1,,
5940,6072,0,0,0.1473681,4435,4435,Stinkput,,Dry,D,E,D53F170000,_00000000,15.5407,1,2663.0,1.0,15540.678,E,125.0,15540.678,1.0,1,Stink,Put
6141,6083,0,0,0.09724674,4436,4436,Rietfontein,,Dry,D,E,D53F180000,_00000000,9.86234,1,2664.0,1.0,9862.338,E,126.0,9862.338,1.0,1,Rietfontein,River
6255,6247,0,0,0.1383996,4437,4437,,,Dry,D,E,D53F190000,_00000000,13.7287,1,2665.0,1.0,13728.709,E,127.0,13728.709,1.0,1,,
6254,6115,0,0,0.1727294,4438,4438,,,Dry,D,E,D53F200000,_00000000,18.3508,1,2666.0,1.0,18350.839,E,128.0,18350.839,1.0,1,,
6518,6455,0,0,0.1141301,4439,4439,,,Dry,D,S,D62A050000,D00121178,11.3847,1,2667.0,1.0,11384.732,E,129.0,21922.654,0.0,1,,
6633,6455,0,0,0.2117034,4440,4440,,,Dry,D,S,D62A060000,D00121180,22.0745,1,2668.0,1.0,22074.536,E,129.0,32612.458,1.0,1,,
6455,6368,0,0,0.1001607,4441,4441,,,Dry,D,E,D62A070000,D00121181,10.5379,2,2669.0,2.0,43997.19,O,129.0,10537.922,1.0,2,,
2985,2981,0,0,0.5720664,4442,4442,,,Unknown,d,S,Z10H050000,D00135374,59.5674,1,2670.0,1.0,59567.391,E,130.0,72600.153,1.0,1,,
2965,2981,0,0,0.2685561,4443,4443,,,Unknown,d,S,Z10H060000,D00135376,26.8601,1,2671.0,1.0,26860.082,E,130.0,39892.843,0.0,1,,
2981,2939,0,0,0.1267878,4444,4444,,,Unknown,d,E,Z10H080000,D00135377,13.0328,2,2672.0,2.0,99460.234,O,130.0,13032.761,1.0,2,,
6889,6829,0,0,0.07595582,4445,4445,,,Dry,D,S,D62C100000,D00122275,7.90907,1,2674.0,1.0,7909.066,E,131.0,12807.322,1.0,1,,
6812,6790,0,0,0.03249103,4446,4446,,,Dry,D,S,D62C110000,D00122278,3.2469,1,2673.0,1.0,3246.898,E,131.0,3963.652,0.0,1,,
6829,6790,0,0,0.03950842,4447,4447,,,Dry,D,N,D62C200000,D00122281,4.1815,2,2676.0,2.0,18224.693,I,131.0,4898.256,1.0,2,,
6870,6829,0,0,0.05967445,4448,4448,,,Dry,D,S,D62C120000,D00122280,6.13413,1,2675.0,1.0,6134.125,E,131.0,11032.381,0.0,1,,
6790,6783,0,0,0.006799361,4449,4449,,,Dry,D,E,D62C210000,D00122282,0.716754,2,2676.0,3.0,22188.345,O,131.0,716.754,1.0,2,,
1838,1847,0,0,0.09209429,4450,4450,,,Unknown,d,E,Z10G070000,_00000000,9.37773,1,2677.0,1.0,9377.734,E,132.0,9377.734,1.0,1,,
1816,1831,0,0,0.01809649,4451,4451,,,Unknown,d,E,Z10G100000,D00135369,1.9599,2,2680.0,2.0,24902.278,O,133.0,1959.903,1.0,2,,
1779,1816,0,0,0.07672347,4452,4452,,,Unknown,d,S,Z10G080000,D00135366,8.4081,1,2678.0,1.0,8408.101,E,133.0,10368.004,0.0,1,,
1782,1816,0,0,0.1389841,4453,4453,,,Unknown,d,S,Z10G090000,D00135368,14.5343,1,2679.0,1.0,14534.273,E,133.0,16494.176,1.0,1,,
6863,6797,0,0,0.1178372,4454,4454,,,Dry,D,E,D54B180000,_00000000,12.2503,1,2681.0,1.0,12250.31,E,134.0,12250.31,1.0,1,,
6835,6811,0,0,0.02920182,4455,4455,,,Dry,D,S,D54E240000,D00095310,3.0906,1,2682.0,1.0,3090.598,E,135.0,15912.073,0.0,1,,
6811,6700,0,0,0.1234207,4456,4456,,,Dry,D,E,D54E420000,D00095313,12.8215,2,2684.0,2.0,28579.972,O,135.0,12821.475,1.0,2,,
6920,6811,0,0,0.120399,4457,4457,,,Dry,D,S,D54E250000,D00095312,12.6679,1,2683.0,1.0,12667.899,E,135.0,25489.374,1.0,1,,
6784,6607,0,0,0.1834324,4458,4458,,,Dry,D,E,D54E260000,_00000000,19.5589,1,2685.0,1.0,19558.899,E,136.0,19558.899,1.0,1,,
6630,6595,0,0,0.1287832,4459,4459,,,Dry,D,E,D54E270000,_00000000,12.6937,1,2686.0,1.0,12693.689,E,137.0,12693.689,1.0,1,,
6903,6731,0,0,0.2124495,4460,4460,,,Dry,D,S,D54E280000,D00095314,21.9831,1,2687.0,1.0,21983.09,E,138.0,34166.302,1.0,1,,
6731,6641,0,0,0.1164366,4461,4461,,,Dry,D,E,D54E430000,D00095317,12.1832,2,2689.0,2.0,44339.464,O,138.0,12183.211,1.0,2,,
6830,6731,0,0,0.09636246,4462,4462,,,Dry,D,S,D54E290000,D00095316,10.1732,1,2688.0,1.0,10173.162,E,138.0,22356.374,0.0,1,,
6843,6634,0,0,0.224195,4463,4463,,,Dry,D,E,D54E300000,_00000000,23.757,1,2690.0,1.0,23756.995,E,139.0,23756.995,1.0,1,,
6799,6866,0,0,0.07970147,4464,4464,,,Dry,D,S,D55F120000,D00103221,8.29528,1,2107.0,1.0,8295.283,E,11.0,1304368.799,0.0,1,,
6266,6142,0,0,0.2327825,4465,4465,,,Dry,E,E,E31A010000,_00000000,23.9769,1,2691.0,1.0,23976.919,E,140.0,23976.919,1.0,1,,
7788,7683,0,0,0.2092882,4466,4466,Olifants,,Perennial,E,N,E33G050000,E00005180,21.128,5,2832.0,153.0,4696493.383,I,141.0,64724.242,1.0,5,Olifants,River
8014,7788,0,0,0.3800497,4467,4467,Olifants,,Perennial,E,N,E33G040000,E00005179,39.5548,5,2832.0,149.0,4520563.303,I,141.0,104279.08,1.0,5,Olifants,River
8167,8014,0,0,0.2347665,4468,4468,Olifants,,Perennial,E,N,E10K030000,E00000280,23.9537,3,2709.0,20.0,534667.958,I,141.0,128232.776,0.0,3,Olifants,River
8261,8167,0,0,0.09425441,4469,4469,Olifants,,Perennial,E,N,E10K020000,E00000273,9.84902,3,2709.0,19.0,501867.032,I,141.0,138081.799,0.0,3,Olifants,River
8406,8338,0,0,0.05340614,4470,4470,,,Perennial,E,S,E10J010000,E00000255,5.74455,1,2713.0,1.0,5744.55,E,141.0,155683.014,0.0,1,,
8308,8261,0,0,0.04366728,4471,4471,Olifants,,Perennial,E,N,E10J060000,E00000264,4.63531,3,2709.0,17.0,461219.852,I,141.0,142717.11,0.0,3,Olifants,River
9508,9453,0,0,0.09465615,4472,4472,,,Unknown,E,S,E10B010000,E00000027,9.54673,1,2700.0,1.0,9546.733,E,141.0,269046.291,0.0,1,,
9420,9407,0,0,0.1845627,4473,4473,,,NonPerennial,E,S,E10B020000,E00000048,18.1869,1,2699.0,1.0,18186.941,E,141.0,273007.343,0.0,1,,
7730,7805,0,0,0.1612193,4474,4474,Troe-Troe,,NonPerennial,E,N,E33G020000,E00005019,16.3649,2,2888.0,3.0,119881.863,I,141.0,90234.774,0.0,2,Troe-Troe,River
7729,7730,0,0,0.3957559,4475,4475,Droe,,NonPerennial,E,S,E33F010000,E00005004,39.4467,1,2885.0,1.0,39446.719,E,141.0,129681.494,0.0,1,Droe,River
7743,7730,0,0,0.1178722,4476,4476,Troe-Troe,,NonPerennial,E,N,E33F040000,E00005018,11.6409,2,2888.0,2.0,64070.218,I,141.0,101875.638,0.0,2,Troe-Troe,River
7726,7743,0,0,0.1972388,4477,4477,Langkloof,,NonPerennial,E,S,E33F020000,E00005010,19.4357,1,2886.0,1.0,19435.701,E,141.0,121311.339,0.0,1,Langkloof,River
7509,7630,0,0,0.317651,4478,4478,Vars,,NonPerennial,E,N,E33C070000,E00004859,31.8369,3,2897.0,4.0,130862.655,I,141.0,99624.39,0.0,3,Vars,River
7217,7387,0,0,0.2737162,4479,4479,Kleinfontein,,NonPerennial,E,S,E33C010000,E00004836,28.1047,1,2894.0,1.0,28104.745,E,141.0,143150.807,0.0,1,Kleinfontein,River
7372,7387,0,0,0.1493963,4480,4480,,,NonPerennial,E,S,E33C020000,E00004843,14.6233,1,2895.0,1.0,14623.342,E,141.0,129669.404,0.0,1,,
