FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,TMPRIV_,TMPRIV_ID,NAME,ALIAS,CLASS,PRIMARY,END,REACHCODE,SORTER,LENGTH_KM,STRAHLER,SEGMENT,SHREVE,US_ACCUM,LINK_TYPE,CATCHID,DIST2MTH,MAINCHAN,ORDER,RIVN_ROOT,RIVN_SUFX
842,920,0,0,0.1871677,1,1,Rooisloot,,Perennial,B,E,B51E010000,_00000000,20.4644,1,1.0,1.0,20464.421,E,1.0,20464.421,1.0,1,Rooi,Sloot
508,515,0,0,0.05768151,2,2,Mphongolo,,Perennial,B,N,B90H030000,B00008058,6.26177,3,6436.0,9.0,396811.228,I,462.0,563146.285,0.0,3,Mphongolo,River
581,596,0,0,0.2132463,3,3,Little Letaba,Klein-Letaba,Perennial,B,N,B82J050000,B00007780,22.8204,3,6118.0,10.0,661308.494,I,462.0,564385.928,0.0,3,Little Letaba,River
596,604,0,0,0.04196794,4,4,Little Letaba,Klein-Letaba,Perennial,B,N,B82J060000,B00007798,4.46933,3,6118.0,11.0,702077.294,I,462.0,541565.516,0.0,3,Little Letaba,River
604,616,0,0,0.07279031,5,5,Little Letaba,Klein-Letaba,Perennial,B,N,B82J070000,B00007815,7.81744,3,6118.0,12.0,721909.386,I,462.0,537096.182,0.0,3,Little Letaba,River
616,634,0,0,0.110957,6,6,Letaba,,Perennial,B,N,B83A040000,B00007816,11.7568,4,6154.0,31.0,1470442.575,I,462.0,529278.746,0.0,4,Letaba,River
626,621,0,0,0.09289982,7,7,Great Letaba,Groot-Letaba,Perennial,B,N,B81F090000,B00007517,9.6505,3,6135.0,16.0,534809.884,I,462.0,571260.876,0.0,3,Great Letaba,River
649,662,0,0,0.1045372,8,8,Mahitse,,NonPerennial,B,N,B81B060000,B00007258,10.9573,2,6131.0,2.0,21216.107,I,462.0,700644.833,0.0,2,Mahitse,River
663,686,0,0,0.3493815,9,9,Great Letaba,Groot-Letaba,Perennial,B,N,B81C010000,B00007337,36.7753,3,6135.0,8.0,184899.131,I,462.0,688786.151,0.0,3,Great Letaba,River
662,663,0,0,0.008258726,10,10,Mahitse,Politsi,Perennial,B,N,B81B100000,B00007336,0.90138,3,6135.0,4.0,50676.832,I,462.0,689687.53,0.0,3,Mahitse,River
941,862,0,0,0.7297886,11,11,Olifants,,Perennial,B,N,B71G010000,B00006742,77.6562,5,6293.0,153.0,5840616.015,I,462.0,666152.506,0.0,5,Olifants,River
972,941,0,0,0.1112344,12,12,Steelpoort,,Perennial,B,N,B41K090000,B00005233,11.6552,4,6184.0,33.0,1133014.529,I,462.0,677807.756,0.0,4,Steelpoort,River
634,648,0,0,0.1630559,13,13,Letaba,,Perennial,B,N,B83A050000,B00007831,16.8378,4,6154.0,32.0,1516072.756,I,462.0,517521.967,0.0,4,Letaba,River
936,895,0,0,0.1279722,14,14,Motse,,Perennial,B,N,B71E060000,B00006739,13.6693,2,6368.0,3.0,97238.541,I,462.0,732824.13,0.0,2,Motse,River
703,684,0,0,0.2397076,15,15,Great Letaba,Groot-Letaba,Perennial,B,N,B81B070000,B00007206,25.7424,2,6138.0,3.0,78434.953,I,462.0,727055.066,0.0,2,Great Letaba,River
863,861,0,0,0.005146281,16,16,Olifants,,Perennial,B,N,B52J050000,B00006270,0.528556,5,6293.0,106.0,4150815.142,I,462.0,762978.731,0.0,5,Olifants,River
1424,1421,0,0,0.004056832,17,17,Bloed,,Perennial,B,N,B32F060000,B00003815,0.443789,2,6299.0,2.0,37532.634,I,462.0,955205.09,0.0,2,Bloed,River
666,673,0,0,0.1526779,18,18,Letaba,,Perennial,B,N,B83D060000,B00007881,16.1227,4,6154.0,36.0,1744588.89,I,462.0,476311.771,0.0,4,Letaba,River
673,716,0,0,0.2753895,19,19,Letaba,,Perennial,B,N,B83E010000,B00007902,29.046,4,6154.0,38.0,1828113.712,I,462.0,460189.086,0.0,4,Letaba,River
731,688,0,0,0.1436275,20,20,,,Unknown,b,N,Y30C040000,B00008242,15.8089,2,6111.0,2.0,52353.651,I,462.0,424870.55,0.0,2,,
540,543,0,0,0.06542339,21,21,Shingwidzi,Shingwedzi,Unknown,b,N,Y30B130000,B00008181,6.89702,4,6445.0,16.0,767015.819,I,462.0,531965.491,0.0,4,Shingwidzi,River
506,508,0,0,0.07555404,22,22,Mphongolo,,Perennial,B,N,B90D040000,B00008042,7.83299,3,6436.0,8.0,341930.167,I,462.0,570979.271,0.0,3,Mphongolo,River
1909,1738,0,0,0.4172886,23,23,Wilge,,Perennial,B,N,B20F010000,B00002383,44.2471,3,6277.0,4.0,155890.204,I,462.0,1144004.55,0.0,3,Wilge,River
1243,1190,0,0,0.1640501,24,24,Olifants,,Perennial,B,N,B32J040000,B00004237,17.5938,5,6293.0,63.0,2395150.325,I,462.0,900128.407,0.0,5,Olifants,River
1065,1064,0,0,0.002547359,25,25,Olifants,,Perennial,B,N,B51C050000,B00005690,0.268608,5,6293.0,91.0,3468613.916,I,462.0,847218.57,0.0,5,Olifants,River
1064,1009,0,0,0.1209189,26,26,Olifants,,Perennial,B,N,B51C060000,B00005691,13.0473,5,6293.0,92.0,3513861.92,I,462.0,846949.962,0.0,5,Olifants,River
1009,995,0,0,0.03864383,27,27,Olifants,,Perennial,B,N,B51C070000,B00005692,4.06448,5,6293.0,93.0,3552232.407,I,462.0,833902.659,0.0,5,Olifants,River
937,897,0,0,0.1172252,28,28,Olifants,,Perennial,B,N,B52E040000,B00006067,12.5942,5,6293.0,102.0,3962989.803,I,462.0,791773.192,0.0,5,Olifants,River
888,863,0,0,0.1311816,29,29,Olifants,,Perennial,B,N,B52G020000,B00006098,13.9909,5,6293.0,105.0,4123709.795,I,462.0,776969.675,0.0,5,Olifants,River
891,888,0,0,0.002304866,30,30,Olifants,,Perennial,B,N,B52E060000,B00006069,0.241536,5,6293.0,104.0,4061288.967,I,462.0,777211.211,0.0,5,Olifants,River
897,891,0,0,0.01889419,31,31,Olifants,,Perennial,B,N,B52E050000,B00006068,1.96775,5,6293.0,103.0,4031627.244,I,462.0,779178.962,0.0,5,Olifants,River
861,837,0,0,0.0804358,32,32,Olifants,,Perennial,B,N,B71A050000,B00006271,8.41362,5,6293.0,111.0,4297508.549,I,462.0,762450.174,0.0,5,Olifants,River
837,836,0,0,0.02462479,33,33,Olifants,,Perennial,B,N,B71A060000,B00006549,2.51932,5,6293.0,112.0,4311598.503,I,462.0,754036.557,0.0,5,Olifants,River
836,851,0,0,0.2178175,34,34,Olifants,,Perennial,B,N,B71B010000,B00006600,22.5823,5,6293.0,114.0,4380483.279,I,462.0,751517.242,0.0,5,Olifants,River
862,811,0,0,0.07986085,35,35,Olifants,,Perennial,B,N,B72C050000,B00006743,8.72596,5,6293.0,164.0,6333787.573,I,462.0,588496.355,0.0,5,Olifants,River
811,805,0,0,0.1923217,36,36,Olifants,,Perennial,B,N,B72D040000,B00006846,19.7974,5,6293.0,169.0,6531898.928,I,462.0,579770.4,0.0,5,Olifants,River
771,735,0,0,0.1497288,37,37,Olifants,,Perennial,B,N,B72D070000,B00006897,15.5535,5,6293.0,172.0,6633392.916,I,462.0,542744.392,0.0,5,Olifants,River
735,763,0,0,0.101871,38,38,Olifants,,Perennial,B,N,B73C030000,B00006999,10.7175,5,6293.0,178.0,6923755.936,I,462.0,527190.927,0.0,5,Olifants,River
763,750,0,0,0.1536806,39,39,Olifants,,Perennial,B,N,B73C040000,B00007028,16.0695,5,6293.0,180.0,7076577.384,I,462.0,516473.394,0.0,5,Olifants,River
750,752,0,0,0.04278673,40,40,Olifants,,Perennial,B,N,B73C050000,B00007052,4.58768,5,6293.0,181.0,7120137.799,I,462.0,500403.854,0.0,5,Olifants,River
752,736,0,0,0.1415891,41,41,Olifants,,Perennial,B,N,B73C060000,B00007053,14.8188,5,6293.0,182.0,7182852.904,I,462.0,495816.175,0.0,5,Olifants,River
736,744,0,0,0.2573053,42,42,Olifants,,Perennial,B,N,B73G030000,B00007103,27.1691,5,6293.0,186.0,7356248.176,I,462.0,480997.394,0.0,5,Olifants,River
744,716,0,0,0.216203,43,43,Olifants,,Perennial,B,N,B73H010000,B00007136,22.6852,5,6293.0,189.0,7604759.577,I,462.0,453828.274,0.0,5,Olifants,River
538,540,0,0,0.008838506,44,44,Shingwidzi,Shingwedzi,Perennial,B,N,Y30B120000,B00008180,0.928152,4,6445.0,15.0,722364.52,I,462.0,532893.643,0.0,4,Shingwidzi,River
562,542,0,0,0.2738011,45,45,Middel Letaba,,Perennial,B,N,B82D040000,B00007654,29.0587,3,6118.0,4.0,261687.364,I,462.0,690873.972,0.0,3,Middel Letaba,River
573,562,0,0,0.09889274,46,46,Mosukodutsi,,Perennial,B,N,B82D020000,B00007631,10.5581,2,6114.0,2.0,109957.435,I,462.0,701432.039,0.0,2,Mosukodutsi,River
633,626,0,0,0.09210085,47,47,Great Letaba,Groot-Letaba,Perennial,B,N,B81F080000,B00007516,9.50536,3,6135.0,15.0,502800.982,I,462.0,580766.237,0.0,3,Great Letaba,River
617,633,0,0,0.1772963,48,48,Great Letaba,Groot-Letaba,Perennial,B,N,B81F070000,B00007515,18.675,3,6135.0,14.0,464972.59,I,462.0,599441.277,0.0,3,Great Letaba,River
629,617,0,0,0.0621199,49,49,Great Letaba,Groot-Letaba,Perennial,B,N,B81F060000,B00007514,6.59302,3,6135.0,13.0,410258.008,I,462.0,606034.295,0.0,3,Great Letaba,River
621,614,0,0,0.2037205,50,50,Great Letaba,Groot-Letaba,Perennial,B,N,B81J020000,B00007554,21.241,3,6135.0,18.0,688919.071,I,462.0,561610.38,0.0,3,Great Letaba,River
614,616,0,0,0.1048,51,51,Great Letaba,Groot-Letaba,Perennial,B,N,B81J030000,B00007571,11.0906,3,6135.0,19.0,736776.41,I,462.0,540369.377,0.0,3,Great Letaba,River
535,518,0,0,0.2366925,52,52,Shingwidzi,Shingwedzi,Perennial,B,N,B90G040000,B00008105,25.0193,2,6440.0,2.0,161721.365,I,462.0,584394.203,0.0,2,Shingwidzi,River
527,518,0,0,0.3779005,53,53,Bububu,,NonPerennial,B,N,B90G050000,B00008121,39.7628,2,6443.0,2.0,81538.388,I,462.0,599137.657,0.0,2,Bububu,River
518,515,0,0,0.02411228,54,54,Shingwidzi,Shingwedzi,Perennial,B,N,B90G060000,B00008122,2.49036,3,6444.0,4.0,245750.113,I,462.0,559374.88,0.0,3,Shingwidzi,River
505,506,0,0,0.3673187,55,55,Phugwane,,Perennial,B,N,B90D010000,B00008041,38.677,2,6427.0,2.0,100590.849,I,462.0,609656.226,0.0,2,Phugwane,River
567,581,0,0,0.06665683,56,56,Little Letaba,Klein-Letaba,Perennial,B,N,B82J040000,B00007761,7.22494,3,6118.0,9.0,611275.423,I,462.0,571610.864,0.0,3,Little Letaba,River
542,567,0,0,0.8545488,57,57,Little Letaba,Klein-Letaba,Perennial,B,N,B82G010000,B00007720,90.2044,3,6118.0,7.0,499570.624,I,462.0,661815.259,0.0,3,Little Letaba,River
559,567,0,0,0.1716619,58,58,Nsama,,Perennial,B,N,B82H030000,B00007760,18.2688,2,6125.0,2.0,104479.863,I,462.0,589879.673,0.0,2,Nsama,River
651,629,0,0,0.2054917,59,59,Great Letaba,Groot-Letaba,Perennial,B,N,B81F050000,B00007435,21.8877,3,6135.0,12.0,368777.633,I,462.0,627921.978,0.0,3,Great Letaba,River
686,651,0,0,0.2256033,60,60,Great Letaba,Groot-Letaba,Perennial,B,N,B81E020000,B00007412,24.0889,3,6135.0,11.0,303803.302,I,462.0,652010.859,0.0,3,Great Letaba,River
702,735,0,0,0.4020611,61,61,Ga-Selati,,Perennial,B,N,B72K010000,B00006998,42.2799,3,6405.0,6.0,279645.487,I,462.0,569470.833,0.0,3,Ga-Selati,River
743,702,0,0,0.6126671,62,62,Ga-Selati,,Perennial,B,N,B72H010000,B00006965,64.427,2,6401.0,4.0,144893.067,I,462.0,633897.837,0.0,2,Ga-Selati,River
851,867,0,0,0.07977019,63,63,Olifants,,Perennial,B,N,B71D020000,B00006624,8.22082,5,6293.0,115.0,4436664.449,I,462.0,728934.932,0.0,5,Olifants,River
684,663,0,0,0.117246,64,64,Great Letaba,Groot-Letaba,Perennial,B,N,B81B080000,B00007284,12.5265,2,6138.0,4.0,97447.007,I,462.0,701312.661,0.0,2,Great Letaba,River
819,817,0,0,0.1369092,65,65,Makhutswi,,NonPerennial,B,N,B72A040000,B00006783,14.3731,2,6388.0,2.0,53306.846,I,462.0,631194.547,0.0,2,Makhutswi,River
817,809,0,0,0.3263654,66,66,Makhutswi,,NonPerennial,B,N,B72B010000,B00006804,34.268,2,6388.0,3.0,115665.724,I,462.0,616821.401,0.0,2,Makhutswi,River
809,811,0,0,0.02669941,67,67,Makhutswi,,NonPerennial,B,N,B72C040000,B00006845,2.78304,3,6393.0,5.0,178313.917,I,462.0,582553.438,0.0,3,Makhutswi,River
867,881,0,0,0.07185156,68,68,Olifants,,Perennial,B,N,B71D030000,B00006647,7.6441,5,6293.0,116.0,4460557.929,I,462.0,720714.115,0.0,5,Olifants,River
895,881,0,0,0.05767148,69,69,Motse,,Perennial,B,N,B71E070000,B00006740,6.08484,2,6368.0,4.0,122469.893,I,462.0,719154.858,0.0,2,Motse,River
881,941,0,0,0.444976,70,70,Olifants,,Perennial,B,N,B71F010000,B00006741,46.9175,5,6293.0,120.0,4629945.336,I,462.0,713070.019,0.0,5,Olifants,River
661,666,0,0,0.03729882,71,71,Letaba,,Perennial,B,N,B83D050000,B00007870,3.97179,4,6154.0,35.0,1690121.362,I,462.0,480283.563,0.0,4,Letaba,River
789,744,0,0,0.1508081,72,72,Timbavati,,Perennial,B,N,B73G020000,B00007135,16.0643,2,6418.0,3.0,225826.2,I,462.0,469892.613,0.0,2,Timbavati,River
980,789,0,0,1.011498,73,73,Timbavati,,Perennial,B,N,B73F010000,B00007124,107.37,2,6418.0,2.0,159581.834,I,462.0,577262.597,0.0,2,Timbavati,River
938,936,0,0,0.02228781,74,74,Moopetsi,,Perennial,B,N,B71E050000,B00006738,2.41145,2,6368.0,2.0,50541.3,I,462.0,735235.579,0.0,2,Moopetsi,River
858,798,0,0,0.1243444,75,75,Nhlaralumi,,Perennial,B,N,B73D050000,B00007100,13.3351,2,6413.0,2.0,75541.003,I,462.0,520823.121,0.0,2,Nhlaralumi,River
782,771,0,0,0.1002523,76,76,Olifants,,Perennial,B,N,B72D060000,B00006881,10.5211,5,6293.0,171.0,6595862.833,I,462.0,553265.496,0.0,5,Olifants,River
805,782,0,0,0.06299731,77,77,Olifants,,Perennial,B,N,B72D050000,B00006880,6.70747,5,6293.0,170.0,6565074.203,I,462.0,559972.962,0.0,5,Olifants,River
987,886,0,0,0.4185706,78,78,Blyde,,Perennial,B,N,B60J060000,B00006463,44.5767,3,6381.0,8.0,381244.206,I,462.0,641330.641,0.0,3,Blyde,River
886,862,0,0,0.0764461,79,79,Blyde,,Perennial,B,N,B60J070000,B00006529,8.25756,3,6381.0,11.0,484445.602,I,462.0,596753.915,0.0,3,Blyde,River
1101,1085,0,0,0.07450083,80,80,,,NonPerennial,B,N,B51E060000,B00005687,7.71049,2,6211.0,2.0,42218.159,I,462.0,882357.942,0.0,2,,
1087,1085,0,0,0.08375382,81,81,,,Unknown,B,N,B51E070000,B00005647,8.42299,2,6214.0,2.0,51071.746,I,462.0,883070.441,0.0,2,,
1145,1181,0,0,0.1609953,82,82,,,Unknown,B,N,B31J050000,B00003387,16.4543,2,6314.0,2.0,69802.142,I,462.0,943085.146,0.0,2,,
572,621,0,0,0.579745,83,83,Molototsi,,Perennial,B,N,B81H020000,B00007553,61.5281,2,6152.0,2.0,132868.185,I,462.0,623138.515,0.0,2,Molototsi,River
648,653,0,0,0.004961857,84,84,Letaba,,Perennial,B,N,B83A060000,B00007845,0.535774,4,6154.0,33.0,1554957.154,I,462.0,500684.148,0.0,4,Letaba,River
653,661,0,0,0.1934652,85,85,Letaba,,Perennial,B,N,B83A070000,B00007858,19.8648,4,6154.0,34.0,1608719.633,I,462.0,500148.375,0.0,4,Letaba,River
668,662,0,0,0.09691712,86,86,Politsi,,Perennial,B,N,B81B090000,B00007335,10.1542,2,6134.0,2.0,28559.345,I,462.0,699841.699,0.0,2,Politsi,River
1044,987,0,0,0.4094937,87,87,Ohrigstad,,Perennial,B,N,B60H010000,B00006462,43.4473,2,6373.0,5.0,194059.334,I,462.0,684777.932,0.0,2,Ohrigstad,River
1060,987,0,0,0.2376547,88,88,Blyde,,Perennial,B,N,B60D010000,B00006343,25.2807,2,6379.0,3.0,142608.145,I,462.0,666611.303,0.0,2,Blyde,River
1151,1060,0,0,0.2583772,89,89,Blyde,,Perennial,B,N,B60B020000,B00006320,27.472,2,6379.0,2.0,90315.239,I,462.0,694083.264,0.0,2,Blyde,River
1061,1044,0,0,0.04428985,90,90,Ohrigstad,,Perennial,B,N,B60G040000,B00006461,4.76843,2,6373.0,4.0,123280.766,I,462.0,689546.367,0.0,2,Ohrigstad,River
1147,1061,0,0,0.2713658,91,91,Ohrigstad,,Perennial,B,N,B60G030000,B00006415,28.7463,2,6373.0,3.0,109883.773,I,462.0,718292.641,0.0,2,Ohrigstad,River
1180,1147,0,0,0.06737746,92,92,Ohrigstad,,Perennial,B,N,B60F030000,B00006414,7.24669,2,6373.0,2.0,58423.957,I,462.0,725539.327,0.0,2,Ohrigstad,River
1039,1020,0,0,0.0583871,93,93,Steelpoort,,Perennial,B,N,B41K050000,B00005229,6.22166,4,6184.0,29.0,1020349.491,I,462.0,703836.532,0.0,4,Steelpoort,River
1102,1039,0,0,0.1948682,94,94,Spekboom,,Perennial,B,N,B42H050000,B00005228,20.7059,4,6184.0,15.0,405458.832,I,462.0,724542.383,0.0,4,Spekboom,River
1058,1039,0,0,0.04829419,95,95,Steelpoort,,Perennial,B,N,B41J070000,B00004675,5.12914,3,6199.0,14.0,608668.997,I,462.0,708965.675,0.0,3,Steelpoort,River
1096,1058,0,0,0.1848011,96,96,Steelpoort,,Perennial,B,N,B41J060000,B00004674,19.5472,3,6199.0,12.0,562063.147,I,462.0,728512.868,0.0,3,Steelpoort,River
1124,1102,0,0,0.05757164,97,97,Spekboom,,Perennial,B,N,B42H040000,B00005227,6.18994,4,6184.0,14.0,361611.173,I,462.0,730732.323,0.0,4,Spekboom,River
1136,1124,0,0,0.01127068,98,98,Spekboom,,Perennial,B,N,B42H030000,B00005173,1.25017,4,6184.0,13.0,330077.721,I,462.0,731982.488,0.0,4,Spekboom,River
1405,1390,0,0,0.1274389,99,99,Dorps,,Perennial,B,N,B42A070000,B00004861,13.3591,2,6174.0,3.0,48325.747,I,462.0,807848.542,0.0,2,Dorps,River
1390,1326,0,0,0.1623634,100,100,Dorps,,Perennial,B,N,B42A080000,B00004927,17.356,2,6174.0,4.0,81370.156,I,462.0,794489.409,0.0,2,Dorps,River
1432,1405,0,0,0.1120982,101,101,Dorps,,Perennial,B,N,B42A060000,B00004826,11.808,2,6174.0,2.0,33380.742,I,462.0,819656.571,0.0,2,Dorps,River
1217,1136,0,0,0.1831118,102,102,Waterval,,Perennial,B,N,B42G040000,B00005172,19.8967,3,6171.0,4.0,123307.323,I,462.0,751879.225,0.0,3,Waterval,River
1203,1157,0,0,0.150309,103,103,Dwars,,Perennial,B,N,B41H010000,B00004591,15.9242,2,6190.0,3.0,106210.045,I,462.0,761513.04,0.0,2,Dwars,River
942,937,0,0,0.03495436,104,104,Olifants,,Perennial,B,N,B52E030000,B00005976,3.75846,5,6293.0,101.0,3913785.869,I,462.0,795531.655,0.0,5,Olifants,River
1267,1233,0,0,0.0638669,105,105,Dorps,,Perennial,B,N,B42E010000,B00004991,6.87406,2,6174.0,7.0,134103.183,I,462.0,763041.543,0.0,2,Dorps,River
1313,1267,0,0,0.110541,106,106,Dorps,,Perennial,B,N,B42C020000,B00004960,11.9416,2,6174.0,6.0,114182.965,I,462.0,774983.17,0.0,2,Dorps,River
1233,1136,0,0,0.2225445,107,107,Spekboom,,Perennial,B,N,B42E020000,B00005052,24.185,3,6183.0,9.0,205520.232,I,462.0,756167.48,0.0,3,Spekboom,River
1333,1217,0,0,0.35752,108,108,Waterval,,Perennial,B,N,B42F030000,B00005111,37.8987,2,6167.0,2.0,66319.665,I,462.0,789777.878,0.0,2,Waterval,River
690,703,0,0,0.189764,109,109,Broederstroom,,Perennial,B,N,B81A040000,B00007205,20.2193,2,6138.0,2.0,47333.665,I,462.0,747274.393,0.0,2,Broeder,Stroom
1326,1313,0,0,0.01986884,110,110,Dorps,,Perennial,B,N,B42A090000,B00004928,2.15021,2,6174.0,5.0,84291.896,I,462.0,777133.383,0.0,2,Dorps,River
1226,1157,0,0,0.2320929,111,111,Steelpoort,,Perennial,B,N,B41H020000,B00004502,24.5515,3,6199.0,8.0,407163.359,I,462.0,770140.339,0.0,3,Steelpoort,River
983,942,0,0,0.2570226,112,112,Olifants,,Perennial,B,N,B52A010000,B00005943,27.0755,5,6293.0,100.0,3852160.971,I,462.0,822607.199,0.0,5,Olifants,River
995,983,0,0,0.0683016,113,113,Olifants,,Perennial,B,N,B51G050000,B00005838,7.23098,5,6293.0,97.0,3724263.507,I,462.0,829838.178,0.0,5,Olifants,River
1036,983,0,0,0.2529315,114,114,Ngwaritsi,,Perennial,B,N,B51H050000,B00005942,26.7199,2,6346.0,3.0,100821.92,I,462.0,849327.119,0.0,2,Ngwaritsi,River
1153,1036,0,0,0.2953652,115,115,Ngwaritsi,,Perennial,B,N,B51H040000,B00005941,31.5335,2,6346.0,2.0,59633.539,I,462.0,880860.64,0.0,2,Ngwaritsi,River
1085,1074,0,0,0.23282,116,116,Grass Valley,,NonPerennial,B,N,B51E080000,B00005688,24.1898,3,6215.0,4.0,117479.675,I,462.0,874647.455,0.0,3,Grass Valley,River
1074,1065,0,0,0.03093095,117,117,Olifants,,Perennial,B,N,B51E100000,B00005689,3.23911,5,6293.0,90.0,3430828.512,I,462.0,850457.685,0.0,5,Olifants,River
1098,1074,0,0,0.06548921,118,118,Olifants,,Perennial,B,N,B51E090000,B00005528,7.01959,5,6293.0,86.0,3310109.722,I,462.0,857477.278,0.0,5,Olifants,River
1141,1098,0,0,0.07556944,119,119,Olifants,,Perennial,B,N,B51B060000,B00005380,8.27102,5,6293.0,85.0,3267711.036,I,462.0,865748.296,0.0,5,Olifants,River
1213,1141,0,0,0.329409,120,120,Motsephiri,,Perennial,B,N,B51A030000,B00005295,34.4878,2,6218.0,2.0,64676.111,I,462.0,900236.116,0.0,2,Motsephiri,River
1177,1168,0,0,0.01926186,121,121,Puleng,,Perennial,B,N,B51B030000,B00005378,2.11053,2,6221.0,2.0,67516.276,I,462.0,872871.392,0.0,2,Puleng,River
1168,1141,0,0,0.04617392,122,122,Olifants,,Perennial,B,N,B51B050000,B00005379,5.01256,5,6293.0,83.0,3194763.907,I,462.0,870760.86,0.0,5,Olifants,River
1190,1168,0,0,0.1123698,123,123,Olifants,,Perennial,B,N,B51B040000,B00004238,11.7738,5,6293.0,81.0,3122235.067,I,462.0,882534.648,0.0,5,Olifants,River
1259,1243,0,0,0.04786276,124,124,Olifants,,Perennial,B,N,B32J030000,B00004236,5.09703,5,6293.0,59.0,2168967.479,I,462.0,905225.435,0.0,5,Olifants,River
1421,1416,0,0,0.01665152,125,125,Bloed,,Perennial,B,N,B32F080000,B00003960,1.69401,3,6303.0,4.0,59935.739,I,462.0,954761.301,0.0,3,Bloed,River
1616,1595,0,0,0.1298285,126,126,Olifants,,Perennial,B,N,B11L030000,B00001712,13.5927,4,6262.0,31.0,1113515.147,I,462.0,1032312.779,0.0,4,Olifants,River
1648,1653,0,0,0.0392055,127,127,Klein-Olifants,,Perennial,B,N,B12E040000,B00001710,4.08899,3,6235.0,12.0,354389.277,I,462.0,1056540.65,0.0,3,Klein-Olifants,River
1653,1616,0,0,0.1915914,128,128,Olifants,,Perennial,B,N,B11L020000,B00001711,20.1389,4,6262.0,29.0,1039867.567,I,462.0,1052451.662,0.0,4,Olifants,River
1670,1648,0,0,0.215692,129,129,Klein-Olifants,,Perennial,B,N,B12E030000,B00001709,22.6491,3,6235.0,11.0,336434.646,I,462.0,1079189.709,0.0,3,Klein-Olifants,River
1710,1670,0,0,0.1082595,130,130,Klein-Olifants,,Perennial,B,N,B12D030000,B00001603,11.4237,3,6235.0,10.0,290697.014,I,462.0,1090613.385,0.0,3,Klein-Olifants,River
1743,1710,0,0,0.1818299,131,131,Klein-Olifants,,Perennial,B,N,B12D020000,B00001548,19.1287,3,6235.0,9.0,253009.184,I,462.0,1109742.06,0.0,3,Klein-Olifants,River
1835,1811,0,0,0.06170006,132,132,Klein-Olifants,,Perennial,B,N,B12B100000,B00001432,6.54209,2,6229.0,4.0,118849.741,I,462.0,1135488.851,0.0,2,Klein-Olifants,River
1297,1226,0,0,0.2318501,133,133,Steelpoort,,Perennial,B,N,B41E010000,B00004441,24.3854,3,6199.0,6.0,303943.934,I,462.0,794525.737,0.0,3,Steelpoort,River
1416,1360,0,0,0.1855081,134,134,Bloed,,Perennial,B,N,B32F090000,B00004008,19.2741,3,6303.0,5.0,97411.867,I,462.0,953067.293,0.0,3,Bloed,River
1830,1741,0,0,0.2838034,135,135,Olifants,,Perennial,B,N,B11J010000,B00000869,29.9506,4,6262.0,16.0,592180.343,I,462.0,1119960.367,0.0,4,Olifants,River
1741,1653,0,0,0.3571705,136,136,Olifants,,Perennial,B,N,B11J020000,B00000922,37.5581,4,6262.0,17.0,665339.406,I,462.0,1090009.727,0.0,4,Olifants,River
1811,1808,0,0,0.01222884,137,137,Klein-Olifants,,Perennial,B,N,B12B110000,B00001433,1.31131,3,6235.0,6.0,167734.69,I,462.0,1128946.758,0.0,3,Klein-Olifants,River
1879,1830,0,0,0.1899659,138,138,Olifants,,Perennial,B,N,B11G020000,B00000815,20.1586,4,6262.0,15.0,545123.92,I,462.0,1140118.939,0.0,4,Olifants,River
1910,1879,0,0,0.05529982,139,139,Olifants,,Perennial,B,N,B11F040000,B00000704,5.93422,4,6262.0,13.0,473990.364,I,462.0,1146053.158,0.0,4,Olifants,River
1939,1910,0,0,0.1679889,140,140,Olifants,,Perennial,B,N,B11B030000,B00000236,17.6603,3,6248.0,5.0,212625.114,I,462.0,1163713.436,0.0,3,Olifants,River
2026,1939,0,0,0.339487,141,141,Olifants,,Perennial,B,N,B11B020000,B00000179,35.8626,3,6248.0,4.0,170497.644,I,462.0,1199575.985,0.0,3,Olifants,River
2019,2026,0,0,0.02671758,142,142,Olifants,,Perennial,B,N,B11A050000,B00000178,2.82547,2,6244.0,2.0,76885.268,I,462.0,1202401.459,0.0,2,Olifants,River
2046,2026,0,0,0.06375855,143,143,Viskuile,,Perennial,B,N,B11A060000,B00000120,6.79573,2,6247.0,2.0,57749.827,I,462.0,1206371.715,0.0,2,Viskuile,River
2022,1988,0,0,0.2299093,144,144,Rietspruit,,Perennial,B,N,B11E030000,B00000702,24.0883,2,6252.0,2.0,64765.301,I,462.0,1188288.225,0.0,2,Riet,Spruit
1643,1590,0,0,0.2567506,145,145,Wilge,,Perennial,B,N,B20J020000,B00002489,26.8204,4,6289.0,14.0,536113.865,I,462.0,1059899.853,0.0,4,Wilge,River
1685,1643,0,0,0.1190363,146,146,Wilge,,Perennial,B,N,B20H030000,B00002437,12.616,4,6289.0,13.0,479295.724,I,462.0,1072515.879,0.0,4,Wilge,River
1738,1685,0,0,0.2584015,147,147,Wilge,,Perennial,B,N,B20H020000,B00002384,27.2415,4,6289.0,12.0,425029.078,I,462.0,1099757.402,0.0,4,Wilge,River
1922,1909,0,0,0.05956733,148,148,,,Perennial,B,N,B20E050000,B00002272,6.13534,2,6273.0,2.0,35538.685,I,462.0,1150139.89,0.0,2,,
