iter	RMSE
202	41.48000796
203	41.44630952
204	41.43222964
205	41.40145977
206	41.37781068
207	41.35132008
208	41.33119932
209	41.31027671
210	41.28791019
211	41.27125648
212	41.25553304
213	41.23139911
214	41.21656151
215	41.20135511
216	41.18320641
217	41.15570968
218	41.12988725
219	41.10070827
220	41.08317649
221	41.0633389
222	41.04026188
223	41.02859146
224	41.0111855
225	40.99484221
226	40.97593857
227	40.95878961
228	40.93485866
229	40.9103771
230	40.88308973
231	40.86898194
232	40.85200788
233	40.84384854
234	40.82181639
235	40.80256036
236	40.7911592
237	40.77983593
238	40.76340436
239	40.75067193
240	40.73889009
241	40.71798959
242	40.69811549
243	40.67922993
244	40.66329598
245	40.64147033
246	40.62653395
247	40.61186273
248	40.58147861
249	40.55909221
250	40.54381957
251	40.52032818
252	40.49447225
253	40.4611938
254	40.44556826
255	40.4319259
256	40.41641493
257	40.39249702
258	40.37036775
259	40.35455709
260	40.32481709
261	40.29936598
262	40.27392556
263	40.26091512
264	40.24006034
265	40.22669747
266	40.19931597
267	40.17554054
268	40.14363479
269	40.12861007
270	40.10367654
271	40.07900491
272	40.06328358
273	40.05223592
274	40.04045301
275	40.0179645
276	40.00239896
277	39.98285389
278	39.97141595
279	39.94541161
280	39.92379136
281	39.90348531
282	39.89796593
283	39.87173448
284	39.84053435
285	39.82863765
286	39.8080349
287	39.79323719
288	39.78100586
289	39.76546907
290	39.75549342
291	39.74640497
292	39.72328818
293	39.70420872
294	39.69168098
295	39.67208462
296	39.65831766
297	39.63479856
298	39.62214152
299	39.60010646
300	39.58002116
301	39.56385777
302	39.54848467
303	39.53723062
304	39.51708346
305	39.48922152
306	39.4686121
307	39.43781546
308	39.41704845
309	39.39359533
310	39.37536007
311	39.35072064
312	39.33086243
313	39.31194231
314	39.29630768
315	39.27524926
316	39.25869181
317	39.24618809
318	39.22269131
319	39.19591693
320	39.17632593
321	39.15505835
322	39.14333566
323	39.1238549
324	39.10428903
325	39.09308924
326	39.08274206
327	39.0674859
328	39.05650131
329	39.04451042
330	39.02535844
331	39.0009191
332	38.99148323
333	38.97101784
334	38.95074513
335	38.93825791
336	38.92009242
337	38.90798698
338	38.8726044
339	38.86069618
340	38.84363943
341	38.82478785
342	38.81114687
343	38.79150971
344	38.77387695
345	38.76317828
346	38.73694147
347	38.72097411
348	38.70882226
349	38.6985019
350	38.67522523
351	38.64263391
352	38.61958789
353	38.5980341
354	38.56636361
355	38.54299163
356	38.5212747
357	38.50788129
358	38.48940248
359	38.47221321
360	38.46279619
361	38.44303927
362	38.42318112
363	38.40402169
364	38.3762667
365	38.35755267
366	38.33442316
367	38.31424132
368	38.29943778
369	38.28088637
370	38.26129772
371	38.24060508
372	38.22419168
373	38.20557971
374	38.1800346
375	38.15942541
376	38.14793654
377	38.133964
378	38.11603507
379	38.08992732
380	38.07106418
381	38.04978053
382	38.03764728
383	38.02773028
384	38.0063942
385	37.98268857
386	37.9603791
387	37.94021089
388	37.92342003
389	37.90596753
390	37.89084232
391	37.86857137
392	37.84798692
393	37.83649855
394	37.8174808
395	37.79528468
396	37.78326854
397	37.75610673
398	37.73532122
399	37.71349593
400	37.69439706
401	37.67245529
402	37.65189526
403	37.63573728
404	37.62043964
405	37.59427518
406	37.58197559
407	37.56899721
408	37.55347017
409	37.53538429
410	37.52100797
411	37.50343252
412	37.47494686
413	37.45396985
414	37.43925282
415	37.42122708
416	37.40429207
417	37.39001897
418	37.37388365
419	37.35729237
420	37.33563031
421	37.31780001
422	37.29801798
423	37.28329726
424	37.26662206
425	37.24774126
426	37.2401502
427	37.22853158
428	37.21219873
429	37.1885583
430	37.17664567
431	37.15710431
432	37.13515182
433	37.11231702
434	37.09245737
435	37.07342929
436	37.05664246
437	37.04107639
438	37.01605886
439	37.00155362
440	36.98498233
441	36.96747276
442	36.95266215
443	36.93666166
444	36.9153798
445	36.89942469
446	36.88644995
447	36.87028336
448	36.85142194
449	36.83282716
450	36.81053112
451	36.795644
452	36.77671225
453	36.76524427
454	36.75168697
455	36.72836632
456	36.70015545
457	36.68652554
458	36.67065188
459	36.65410795
460	36.63663222
461	36.6176633
462	36.60213173
463	36.58580724
464	36.56999259
465	36.54496587
466	36.53044041
467	36.51570651
468	36.50322687
469	36.49294295
470	36.47295622
471	36.46357173
472	36.44493976
473	36.42646608
474	36.40631951
475	36.38586949
476	36.37236689
477	36.36040651
478	36.33743246
479	36.32106161
480	36.30751238
481	36.2914181
482	36.27686252
483	36.26300614
484	36.24471628
485	36.23408958
486	36.21955378
487	36.20944412
488	36.1964068
489	36.18574987
490	36.17160112
491	36.15608337
492	36.14149194
493	36.1253966
494	36.11139755
495	36.09759848
496	36.08467058
497	36.06680093
498	36.05630876
499	36.03339426
500	36.0245781
501	36.01517018
502	36.00255578
503	35.98850437
504	35.97443168
505	35.96518247
506	35.94429393
507	35.92755056
508	35.90814602
509	35.88912427
510	35.86986914
511	35.85359336
512	35.83996014
513	35.83084202
514	35.81093875
515	35.79487754
516	35.78748661
517	35.77440995
518	35.76190857
519	35.75217733
520	35.73532388
521	35.72708654
522	35.71370464
523	35.69979056
524	35.68097308
525	35.66817662
526	35.65744969
527	35.64898046
528	35.6332778
529	35.61937873
530	35.60315389
531	35.59387904
532	35.58809426
533	35.57394664
534	35.56176214
535	35.53989179
536	35.52553032
537	35.50850983
538	35.49856153
539	35.48474431
540	35.46867248
541	35.45308894
542	35.43824987
543	35.42313558
544	35.41032785
545	35.39827699
546	35.38561312
547	35.37438307
548	35.36268452
549	35.35086222
550	35.33599257
551	35.32112031
552	35.31265153
553	35.29531366
554	35.28584945
555	35.26707078
556	35.2568849
557	35.24850658
558	35.24076795
559	35.22853738
560	35.21906342
561	35.1997538
562	35.18854243
563	35.16819142
564	35.14845891
565	35.12861435
566	35.12066765
567	35.10572433
568	35.09814519
569	35.08182507
570	35.07171763
571	35.05306719
572	35.03984929
573	35.02023536
574	35.00556685
575	34.99496693
576	34.98632676
577	34.97225875
578	34.96246003
579	34.95391053
580	34.94261487
581	34.92652497
582	34.91424877
583	34.90631184
584	34.89411626
585	34.88664438
586	34.87289012
587	34.86012664
588	34.84871789
589	34.83927606
590	34.8330977
591	34.82145212
592	34.81152089
593	34.7905965
594	34.78251422
595	34.765597
596	34.75600366
597	34.74754793
598	34.73675355
599	34.72698608
600	34.71228916
601	34.7020177
602	34.69066042
603	34.68136434
604	34.67409111
605	34.66025182
606	34.65298217
607	34.63952452
608	34.62764602
609	34.61296732
610	34.59668866
611	34.58850422
612	34.57878155
613	34.57441022
614	34.56096812
615	34.54610701
616	34.53575021
617	34.51947103
618	34.50194032
619	34.48104444
620	34.46871796
621	34.4474048
622	34.43786763
623	34.42544834
624	34.41226076
625	34.40596336
626	34.389604
627	34.37403325
628	34.35544367
629	34.34615264
630	34.32475661
631	34.30763662
632	34.29920299
633	34.2833196
634	34.26899486
635	34.26202786
636	34.23961727
637	34.23019347
638	34.2129574
639	34.19979306
640	34.18795107
641	34.17870201
642	34.16624589
643	34.15366447
644	34.14408859
645	34.13324161
646	34.12320823
647	34.11114337
648	34.10093444
649	34.09142129
650	34.07937031
651	34.05505568
652	34.04394508
653	34.03132734
654	34.02161519
655	34.01083935
656	34.00014154
657	33.99092365
658	33.97822033
659	33.96619426
660	33.95531884
661	33.94760545
662	33.93218113
663	33.92238357
664	33.91439053
665	33.90019451
666	33.8891719
667	33.87396503
668	33.85443488
669	33.8463698
670	33.83434356
671	33.82172033
672	33.81088818
673	33.80418864
674	33.79634394
675	33.7858085
676	33.77448711
677	33.75921352
678	33.74313548
679	33.72858037
680	33.72100555
681	33.71426119
682	33.70530685
683	33.69460035
684	33.6837992
685	33.67179747
686	33.6602189
687	33.65133117
688	33.63773132
689	33.62763631
690	33.61875351
691	33.60648126
692	33.5966189
693	33.58493257
694	33.57529763
695	33.568564
696	33.55659147
697	33.54302514
698	33.53312458
699	33.52545017
700	33.51205512
701	33.49702251
702	33.48862148
703	33.47880898
704	33.46868739
705	33.45964909
706	33.44413043
707	33.43300519
708	33.41633762
709	33.40886546
710	33.40121144
711	33.3855556
712	33.37019663
713	33.36045845
714	33.3491673
715	33.33748588
716	33.33110036
717	33.31874178
718	33.30926759
719	33.2994261
720	33.29239608
721	33.2821727
722	33.27360661
723	33.26414588
724	33.25622405
725	33.25001148
726	33.24436014
727	33.23005147
728	33.21963489
729	33.20697006
730	33.19819514
731	33.18863131
732	33.17680156
733	33.16896054
734	33.15805704
735	33.14070241
736	33.12948767
737	33.12081911
738	33.10819281
739	33.097177
740	33.08611642
741	33.07718569
742	33.06699704
743	33.05699503
744	33.04306456
745	33.03321666
746	33.02114063
747	33.01478176
748	33.00620251
749	32.99852393
750	32.98681064
751	32.98090347
752	32.97250198
753	32.96446763
754	32.95434573
755	32.94037819
756	32.93106736
757	32.92557212
758	32.91255882
759	32.89991507
760	32.88926078
761	32.87478517
762	32.85891383
763	32.84552244
764	32.83519524
765	32.82860394
766	32.81649739
767	32.81098482
768	32.80209888
769	32.78601384
770	32.77742627
771	32.75985257
772	32.74162008
773	32.72412752
774	32.71113853
775	32.70151405
776	32.69284478
777	32.68558581
778	32.67527422
779	32.66526003
780	32.64925983
781	32.64338861
782	32.63544384
783	32.62762286
784	32.61232705
785	32.60458422
786	32.5972757
787	32.58400259
788	32.5726455
789	32.55569929
790	32.54671019
791	32.53812956
792	32.53045378
793	32.52380216
794	32.51225113
795	32.50670799
796	32.49900332
797	32.49192877
798	32.48419127
799	32.4697364
800	32.46035046
801	32.45123041
802	32.43745052
803	32.42931276
804	32.41816405
805	32.41229589
806	32.40010319
807	32.3901899
808	32.37902562
809	32.37134695
810	32.36607228
811	32.34880933
812	32.3344097
813	32.3290985
814	32.32277035
815	32.30919385
816	32.30177751
817	32.28993933
818	32.27143916
819	32.26407538
820	32.25401045
821	32.24487745
822	32.23077461
823	32.224627
824	32.21783437
825	32.20815915
826	32.2021612
827	32.19607816
828	32.18827036
829	32.1795255
830	32.16632301
831	32.1555726
832	32.14579076
833	32.13597055
834	32.13079034
835	32.11710711
836	32.10986516
837	32.09842243
838	32.08664332
839	32.0746255
840	32.06562348
841	32.05734798
842	32.05206728
843	32.04341039
844	32.02638213
845	32.01496936
846	32.0018138
847	31.9969272
848	31.98816891
849	31.98374671
850	31.97397254
851	31.9593187
852	31.95166172
853	31.9427915
854	31.93300014
855	31.9274911
856	31.91382781
857	31.90238947
858	31.89043885
859	31.88175201
860	31.87299857
861	31.86196066
862	31.857048
863	31.84656173
864	31.83920144
865	31.83217285
866	31.82730516
867	31.82015155
868	31.81287652
869	31.80597918
870	31.79348287
871	31.7862812
872	31.7799139
873	31.76728071
874	31.75577824
875	31.74741117
876	31.73266732
877	31.72290728
878	31.71247859
879	31.70748775
880	31.69556142
881	31.68452094
882	31.6763072
883	31.66372469
884	31.65603383
885	31.65005088
886	31.63866092
887	31.62932253
888	31.62224467
889	31.61319936
890	31.60666533
891	31.59788294
892	31.58627116
893	31.57683323
894	31.57088081
895	31.55504607
896	31.54594545
897	31.53732831
898	31.52792796
899	31.51390438
900	31.50439346
901	31.49608241
902	31.48807914
903	31.47639463
904	31.46951656
905	31.46060384
906	31.45395037
907	31.44063514
908	31.43085118
909	31.42271664
910	31.41621371
911	31.4072835
912	31.4012206
913	31.39436306
914	31.38965947
915	31.38174825
916	31.37408321
917	31.36718043
918	31.36027742
919	31.35350007
920	31.34347835
921	31.33269606
922	31.32715542
923	31.31939403
924	31.31336716
925	31.30603315
926	31.30007543
927	31.29538295
928	31.28928158
929	31.27926934
930	31.27120639
931	31.25864078
932	31.24812311
933	31.23836319
934	31.23017613
935	31.22186947
936	31.21375002
937	31.2012532
938	31.18916749
939	31.17930671
940	31.17056791
941	31.15604855
942	31.14578436
943	31.13366961
944	31.1220768
945	31.11124141
946	31.09887897
947	31.08411581
948	31.07618764
949	31.0655313
950	31.05802788
951	31.0469522
952	31.03550873
953	31.02657755
954	31.02255443
955	31.01775108
956	31.00570732
957	30.99886121
958	30.99206975
959	30.98454145
960	30.97369186
961	30.96147942
962	30.95469571
963	30.94462288
964	30.93755697
965	30.92689016
966	30.91660188
967	30.90889067
968	30.90262536
969	30.89574752
970	30.88755048
971	30.88044934
972	30.86821351
973	30.85677906
974	30.85039476
975	30.84152493
976	30.83168871
977	30.81999606
978	30.81121463
979	30.79514848
980	30.78779078
981	30.77818578
982	30.7675536
983	30.75571262
984	30.75074483
985	30.74388158
986	30.73478682
987	30.72478585
988	30.71697333
989	30.71051855
990	30.70293221
991	30.69583566
992	30.68864899
993	30.68451859
994	30.6790104
995	30.66986885
996	30.66229311
997	30.65286911
998	30.64493312
999	30.63279227
1000	30.6259209
1001	30.61642544
1002	30.60843796
1003	30.60160986
1004	30.59549636
1005	30.58867906
1006	30.57829752
1007	30.57170212
1008	30.56489591
1009	30.55501021
1010	30.54898014
1011	30.53453885
1012	30.52642769
1013	30.51897311
1014	30.51107832
1015	30.49853233
1016	30.48350088
1017	30.47666598
1018	30.46956697
1019	30.46125713
1020	30.45656757
1021	30.44723245
1022	30.44065718
1023	30.43226342
1024	30.42377711
1025	30.41628861
1026	30.40874164
1027	30.39953903
1028	30.3923503
1029	30.38712493
1030	30.37982156
1031	30.37410354
1032	30.36896239
1033	30.3612238
1034	30.35713595
1035	30.34827048
1036	30.34099831
1037	30.33448788
1038	30.32387588
1039	30.31469298
1040	30.30790249
1041	30.29851983
1042	30.29180006
1043	30.28401163
1044	30.27267853
1045	30.26259744
1046	30.25425168
1047	30.24635538
1048	30.24067839
1049	30.23268844
1050	30.22161304
1051	30.21167003
1052	30.20277899
1053	30.19704096
1054	30.19114819
1055	30.1849174
1056	30.17784992
1057	30.17077547
1058	30.16130563
1059	30.15259743
1060	30.14892444
1061	30.14282839
1062	30.13599096
1063	30.1271143
1064	30.1177369
1065	30.11174779
1066	30.10649288
1067	30.09627048
1068	30.09085669
1069	30.08167713
1070	30.07570618
1071	30.06924428
1072	30.05853097
1073	30.05042417
1074	30.04092685
1075	30.03514945
1076	30.02980447
1077	30.02339364
1078	30.01796481
1079	30.00860879
1080	29.99958641
1081	29.98938664
1082	29.98207353
1083	29.97331238
1084	29.96622754
1085	29.96183053
1086	29.95326924
1087	29.94614191
1088	29.94017573
1089	29.93216707
1090	29.92725498
1091	29.92054154
1092	29.91400977
1093	29.90320996
1094	29.89302347
1095	29.88706656
1096	29.88208051
1097	29.87786203
1098	29.87254888
1099	29.86632474
1100	29.85919673
1101	29.85490216
1102	29.84815999
1103	29.84293258
1104	29.83694686
1105	29.83231991
1106	29.8230757
1107	29.81694574
1108	29.80983533
1109	29.80239578
1110	29.79375001
1111	29.78468898
1112	29.77552145
1113	29.76906735
1114	29.76056554
1115	29.75264267
1116	29.74202678
1117	29.73690998
1118	29.73150583
1119	29.72341962
1120	29.71891065
1121	29.71319557
1122	29.70459273
1123	29.69728677
1124	29.6911595
1125	29.68421282
1126	29.67951471
1127	29.67079162
1128	29.6635112
1129	29.65943731
1130	29.65376343
1131	29.64557512
1132	29.64130985
1133	29.63072903
1134	29.62568761
1135	29.61373981
1136	29.60447383
1137	29.59753417
1138	29.59115387
1139	29.58626321
1140	29.58072035
1141	29.57353353
1142	29.56965773
1143	29.56343708
1144	29.55812983
1145	29.54883077
1146	29.54633918
1147	29.53484975
1148	29.52410074
1149	29.51677489
1150	29.51153711
1151	29.50490523
1152	29.49826626
1153	29.49518195
1154	29.48967195
1155	29.48295064
1156	29.47622123
1157	29.47065364
1158	29.46082019
1159	29.45235493
1160	29.44750753
1161	29.44205901
1162	29.43168052
1163	29.42590921
1164	29.419864
1165	29.41625202
1166	29.4104919
1167	29.40251791
1168	29.39906701
1169	29.39350504
1170	29.3865682
1171	29.38080205
1172	29.37616897
1173	29.37228714
1174	29.36427982
1175	29.35879035
1176	29.35131885
1177	29.34609017
1178	29.33919867
1179	29.33289189
1180	29.32809693
1181	29.32377083
1182	29.31520472
1183	29.3113243
1184	29.3045952
1185	29.30066185
1186	29.29475152
1187	29.28764219
1188	29.28097467
1189	29.27284681
1190	29.2688561
1191	29.26318304
1192	29.25416885
1193	29.24812583
1194	29.24310574
1195	29.23645553
1196	29.22832809
1197	29.22250413
1198	29.21704238
1199	29.2123706
1200	29.20290275
1201	29.19500725
1202	29.18968358
1203	29.18475637
1204	29.18197549
1205	29.1772487
1206	29.16795613
1207	29.1640912
1208	29.15983586
1209	29.1536483
1210	29.14806193
1211	29.13697149
1212	29.13328498
1213	29.12802257
1214	29.12301401
1215	29.11772136
1216	29.10757562
1217	29.10195027
1218	29.09731813
1219	29.09251794
1220	29.08796555
1221	29.07354393
1222	29.0666697
1223	29.06244722
1224	29.05600234
1225	29.05147222
1226	29.04698602
1227	29.04010635
1228	29.03055076
1229	29.02093352
1230	29.01452745
1231	29.00738021
1232	29.00465273
1233	28.99960735
1234	28.99224398
1235	28.9867006
1236	28.98242048
1237	28.978048
1238	28.97111262
1239	28.96647018
1240	28.96295041
1241	28.95830942
1242	28.95409402
1243	28.94945003
1244	28.94304537
1245	28.93784115
1246	28.92753761
1247	28.92187772
1248	28.91541435
1249	28.91095904
1250	28.90639434
1251	28.8994257
1252	28.89285084
1253	28.88786455
1254	28.88261776
1255	28.87926804
1256	28.87683242
1257	28.87061585
1258	28.86128056
1259	28.853923
1260	28.8488709
1261	28.84127173
1262	28.83535929
1263	28.83070702
1264	28.82552126
1265	28.82186244
1266	28.81337917
1267	28.80481984
1268	28.80129432
1269	28.79216345
1270	28.78746767
1271	28.77758743
1272	28.773629
1273	28.76457562
1274	28.758339
1275	28.75258886
1276	28.74799198
1277	28.74452319
1278	28.73826084
1279	28.73173161
1280	28.72234898
1281	28.71346949
1282	28.70888043
1283	28.70065782
1284	28.69574306
1285	28.69203847
1286	28.68477823
1287	28.67984145
1288	28.67576958
1289	28.67133084
1290	28.6641038
1291	28.65736354
1292	28.64984883
1293	28.64016828
1294	28.63542756
1295	28.6281929
1296	28.62268655
1297	28.61515315
1298	28.60772055
1299	28.60279218
1300	28.5938035
1301	28.59160352
1302	28.58327421
1303	28.57706325
1304	28.57361307
1305	28.56691988
1306	28.5625214
1307	28.55994461
1308	28.55366772
1309	28.54615405
1310	28.5400253
1311	28.53455676
1312	28.52777701
1313	28.52213242
1314	28.51820184
1315	28.51033299
1316	28.50725005
1317	28.50266715
1318	28.49615123
1319	28.49240608
1320	28.48689603
1321	28.48182935
1322	28.47736569
1323	28.4723262
1324	28.46668349
1325	28.46127626
1326	28.45297987
1327	28.44801283
1328	28.44100317
1329	28.43416048
1330	28.42987671
1331	28.4251411
1332	28.42213272
1333	28.41611664
1334	28.41120946
1335	28.40573053
1336	28.40114026
1337	28.39670552
1338	28.39095142
1339	28.38309121
1340	28.37688138
1341	28.37274165
1342	28.36823405
1343	28.36047855
1344	28.35334448
1345	28.34538667
1346	28.33916444
1347	28.33378102
1348	28.32782744
1349	28.31834135
1350	28.31447806
1351	28.30691479
1352	28.30235426
1353	28.29843636
1354	28.2912195
1355	28.28551879
1356	28.27875284
1357	28.26991034
1358	28.26673215
1359	28.26221247
1360	28.25676998
1361	28.24712804
1362	28.24145626
1363	28.23706783
1364	28.23420919
1365	28.22707148
1366	28.21608031
1367	28.21046996
1368	28.20668646
1369	28.20212585
1370	28.19586295
1371	28.19244803
1372	28.18589535
1373	28.18005903
1374	28.17631325
1375	28.17295249
1376	28.16852631
1377	28.1618671
1378	28.15747147
1379	28.15322197
1380	28.14693034
1381	28.13942553
1382	28.13589803
1383	28.13200447
1384	28.12595787
1385	28.11871217
1386	28.1154098
1387	28.11064328
1388	28.10571804
1389	28.10197019
1390	28.09779381
1391	28.08864176
1392	28.08313014
1393	28.07710616
1394	28.06881575
1395	28.06363862
1396	28.05939464
1397	28.05435104
1398	28.04766654
1399	28.04145678
1400	28.037671
1401	28.03263435
1402	28.02624916
1403	28.02184021
1404	28.01711531
1405	28.01294501
1406	28.00803033
1407	28.00230486
1408	27.99667267
1409	27.99069997
1410	27.98553586
1411	27.98116284
1412	27.97742269
1413	27.97278271
1414	27.96718491
1415	27.96344406
1416	27.95595249
1417	27.9507369
1418	27.94607041
1419	27.93867228
1420	27.93471715
1421	27.9275378
1422	27.92430593
1423	27.91570582
1424	27.90845361
1425	27.90388076
1426	27.90041001
1427	27.89814639
1428	27.8916236
1429	27.88539374
1430	27.8799086
1431	27.87481359
1432	27.86929921
1433	27.86540642
1434	27.86252884
1435	27.85772846
1436	27.84839667
1437	27.84339494
1438	27.83586077
1439	27.83011005
1440	27.82581346
1441	27.82160351
1442	27.81467894
1443	27.81219801
1444	27.80490524
1445	27.79689569
1446	27.79028901
1447	27.78367104
1448	27.77847998
1449	27.77163268
1450	27.76761551
1451	27.76235376
1452	27.75917851
1453	27.7547083
1454	27.74881581
1455	27.74388348
1456	27.73743953
1457	27.73389126
1458	27.72794232
1459	27.72453934
1460	27.72029972
1461	27.71531175
1462	27.7116755
1463	27.70263759
1464	27.69806026
1465	27.69370632
1466	27.68624915
1467	27.6829086
1468	27.67761503
1469	27.67385014
1470	27.67107076
1471	27.66666863
1472	27.66152664
1473	27.65109099
1474	27.64715328
1475	27.64226665
1476	27.63568147
1477	27.63167408
1478	27.62527185
1479	27.6220482
1480	27.61635122
1481	27.60747389
1482	27.60224728
1483	27.59758392
1484	27.59316442
1485	27.58784573
1486	27.58354434
1487	27.57871121
1488	27.57334639
1489	27.56680976
1490	27.56433815
1491	27.55841316
1492	27.5533662
1493	27.5484952
1494	27.54554632
1495	27.53780007
1496	27.53160744
1497	27.52750338
1498	27.52292036
1499	27.52092057
1500	27.51454905
1501	27.51087525
1502	27.50646653
1503	27.50363867
1504	27.49886832
1505	27.49645784
1506	27.48835153
1507	27.48449208
1508	27.47977498
1509	27.47180658
1510	27.46637029
1511	27.4596729
1512	27.4545713
1513	27.45088673
1514	27.44862997
1515	27.44619692
1516	27.44132593
1517	27.43659142
1518	27.43111527
1519	27.42593183
1520	27.4206127
1521	27.41543524
1522	27.40948116
1523	27.40478629
1524	27.39995683
1525	27.39162837
1526	27.38773856
1527	27.38500382
1528	27.38043751
1529	27.37833933
1530	27.37243307
1531	27.3675205
1532	27.36129352
1533	27.35871445
1534	27.35436353
1535	27.35100555
1536	27.34806635
1537	27.33949938
1538	27.33318212
1539	27.32948125
1540	27.32120923
1541	27.31863324
1542	27.31409038
1543	27.3102896
1544	27.30272141
1545	27.30196793
1546	27.29914814
1547	27.29477787
1548	27.2915333
1549	27.28714908
1550	27.2783541
1551	27.27129294
1552	27.26780691
1553	27.2635369
1554	27.26072869
1555	27.25574843
1556	27.25010112
1557	27.24531147
1558	27.23978637
1559	27.23534798
1560	27.23167737
1561	27.22640449
1562	27.22276319
1563	27.21698312
1564	27.21089855
1565	27.20609896
1566	27.20222363
1567	27.19877715
1568	27.19487835
1569	27.19060678
1570	27.18750796
1571	27.18191879
1572	27.17738669
1573	27.17542018
1574	27.1679081
1575	27.16351189
1576	27.15603726
1577	27.15195314
1578	27.14905261
1579	27.14225461
1580	27.13854895
1581	27.13623879
1582	27.12978135
1583	27.12396381
1584	27.11798899
1585	27.11228967
1586	27.10925619
1587	27.10478605
1588	27.10147648
1589	27.09657651
1590	27.09206548
1591	27.08461597
1592	27.08037196
1593	27.07631161
1594	27.07060829
1595	27.0679867
1596	27.06230629
1597	27.05732298
1598	27.05150139
1599	27.04702886
1600	27.04128611
1601	27.03507594
1602	27.03151369
1603	27.02660716
1604	27.02211301
1605	27.01637669
1606	27.01219136
1607	27.00780282
1608	27.00214526
1609	26.99669683
1610	26.98913789
1611	26.98394858
1612	26.97958804
1613	26.97279313
1614	26.96647176
1615	26.96090494
1616	26.95699858
1617	26.95448488
1618	26.95055145
1619	26.94773694
1620	26.94108814
1621	26.93387391
1622	26.9294554
1623	26.92492603
1624	26.91956232
1625	26.91483394
1626	26.91198585
1627	26.90808232
1628	26.9037572
1629	26.90065513
1630	26.89874764
1631	26.89469705
1632	26.89037301
1633	26.88678554
1634	26.88238667
1635	26.87377926
1636	26.86932628
1637	26.86459261
1638	26.85976347
1639	26.85484419
1640	26.8495297
1641	26.84776612
1642	26.84346401
1643	26.83823386
1644	26.83162079
1645	26.82649429
1646	26.82036559
1647	26.81711979
1648	26.81367078
1649	26.80747488
1650	26.80247337
1651	26.79733656
1652	26.79386528
1653	26.78925249
1654	26.78452461
1655	26.77970833
1656	26.77670548
1657	26.76931639
1658	26.76481023
1659	26.76066904
1660	26.75602203
1661	26.75232563
1662	26.74739625
1663	26.74409494
1664	26.73969138
1665	26.73601174
